ShipmentID,DepartureDate,DepartureHour,TimeBlock_3HR,DayOfWeek,LaneID,CustomerID,ServiceID,Weight_KG,DelayMinutes,Volume
SHP-122263,18/03/2026,1,12am - 3am,Wednesday,LANE-101,CUST-005,SRV-02,11048,32,1
SHP-122264,31/03/2026,15,3pm - 6pm,Tuesday,LANE-106,CUST-003,SRV-04,1931,8,1
SHP-122265,15/03/2026,12,12pm - 3pm,Sunday,LANE-101,CUST-004,SRV-02,20715,6,1
SHP-122266,27/03/2026,14,12pm - 3pm,Friday,LANE-105,CUST-006,SRV-02,6740,1,1
SHP-122267,08/03/2026,17,3pm - 6pm,Sunday,LANE-101,CUST-005,SRV-01,15571,21,1
SHP-122268,26/03/2026,9,9am - 12pm,Thursday,LANE-105,CUST-002,SRV-03,20632,7,1
SHP-122269,30/03/2026,6,6am - 9am,Monday,LANE-104,CUST-004,SRV-01,5280,27,1
SHP-122270,04/03/2026,18,6pm - 9pm,Wednesday,LANE-104,CUST-005,SRV-01,23809,8,1
SHP-122271,28/03/2026,12,12pm - 3pm,Saturday,LANE-104,CUST-003,SRV-01,14490,0,1
SHP-122272,21/03/2026,14,12pm - 3pm,Saturday,LANE-102,CUST-005,SRV-01,15287,1,1
SHP-122273,15/03/2026,18,6pm - 9pm,Sunday,LANE-104,CUST-005,SRV-02,20856,27,1
SHP-122274,11/03/2026,18,6pm - 9pm,Wednesday,LANE-101,CUST-001,SRV-01,8075,10,1
SHP-122275,01/03/2026,13,12pm - 3pm,Sunday,LANE-102,CUST-001,SRV-01,5978,24,1
SHP-122276,02/03/2026,7,6am - 9am,Monday,LANE-101,CUST-004,SRV-03,15302,0,1
SHP-122277,27/03/2026,23,9pm - 12am,Friday,LANE-104,CUST-001,SRV-01,9499,29,1
SHP-122278,08/03/2026,15,3pm - 6pm,Sunday,LANE-106,CUST-003,SRV-02,1054,8,1
SHP-122279,16/03/2026,8,6am - 9am,Monday,LANE-102,CUST-001,SRV-03,4226,4,1
SHP-122280,01/03/2026,12,12pm - 3pm,Sunday,LANE-101,CUST-003,SRV-01,20283,0,1
SHP-122281,03/03/2026,8,6am - 9am,Tuesday,LANE-106,CUST-005,SRV-04,10760,20,1
SHP-122282,18/03/2026,17,3pm - 6pm,Wednesday,LANE-104,CUST-004,SRV-02,18290,8,1
SHP-122283,26/03/2026,10,9am - 12pm,Thursday,LANE-106,CUST-001,SRV-03,15310,7,1
SHP-122284,16/03/2026,17,3pm - 6pm,Monday,LANE-101,CUST-001,SRV-03,15172,12,1
SHP-122285,21/03/2026,17,3pm - 6pm,Saturday,LANE-103,CUST-004,SRV-03,10927,3,1
SHP-122286,28/03/2026,17,3pm - 6pm,Saturday,LANE-107,CUST-003,SRV-01,24824,35,1
SHP-122287,20/03/2026,16,3pm - 6pm,Friday,LANE-104,CUST-006,SRV-01,5327,2,1
SHP-122288,20/03/2026,17,3pm - 6pm,Friday,LANE-103,CUST-003,SRV-01,5221,44,1
SHP-122289,13/03/2026,8,6am - 9am,Friday,LANE-103,CUST-001,SRV-01,7165,13,1
SHP-122290,20/03/2026,6,6am - 9am,Friday,LANE-106,CUST-006,SRV-03,2020,26,1
SHP-122291,27/03/2026,17,3pm - 6pm,Friday,LANE-106,CUST-003,SRV-02,6589,18,1
SHP-122292,04/03/2026,11,9am - 12pm,Wednesday,LANE-101,CUST-003,SRV-01,18341,4,1
SHP-122293,04/03/2026,6,6am - 9am,Wednesday,LANE-101,CUST-001,SRV-01,1717,19,1
SHP-122294,22/03/2026,6,6am - 9am,Sunday,LANE-103,CUST-001,SRV-01,14034,1,1
SHP-122295,02/03/2026,6,6am - 9am,Monday,LANE-101,CUST-001,SRV-03,19291,1,1
SHP-122296,13/03/2026,16,3pm - 6pm,Friday,LANE-102,CUST-002,SRV-02,2749,9,1
SHP-122297,13/03/2026,16,3pm - 6pm,Friday,LANE-106,CUST-001,SRV-01,7407,52,1
SHP-122298,31/03/2026,6,6am - 9am,Tuesday,LANE-102,CUST-006,SRV-03,23699,13,1
SHP-122299,20/03/2026,17,3pm - 6pm,Friday,LANE-103,CUST-002,SRV-03,11021,1,1
SHP-122300,30/03/2026,7,6am - 9am,Monday,LANE-101,CUST-005,SRV-03,23853,26,1
SHP-122301,07/03/2026,17,3pm - 6pm,Saturday,LANE-104,CUST-003,SRV-02,20111,13,1
SHP-122302,07/03/2026,10,9am - 12pm,Saturday,LANE-101,CUST-002,SRV-03,24583,27,1
SHP-122303,17/03/2026,16,3pm - 6pm,Tuesday,LANE-104,CUST-005,SRV-01,2218,15,1
SHP-122304,10/03/2026,8,6am - 9am,Tuesday,LANE-105,CUST-006,SRV-02,20600,0,1
SHP-122305,12/03/2026,8,6am - 9am,Thursday,LANE-106,CUST-003,SRV-02,12630,6,1
SHP-122306,25/03/2026,17,3pm - 6pm,Wednesday,LANE-104,CUST-003,SRV-04,5884,3,1
SHP-122307,23/03/2026,3,3am - 6am,Monday,LANE-102,CUST-003,SRV-01,3444,5,1
SHP-122308,27/03/2026,20,6pm - 9pm,Friday,LANE-106,CUST-006,SRV-02,3604,4,1
SHP-122309,22/03/2026,14,12pm - 3pm,Sunday,LANE-104,CUST-004,SRV-03,8431,35,1
SHP-122310,30/03/2026,9,9am - 12pm,Monday,LANE-102,CUST-004,SRV-01,13493,1,1
SHP-122311,16/03/2026,14,12pm - 3pm,Monday,LANE-102,CUST-002,SRV-01,23258,5,1
SHP-122312,02/03/2026,6,6am - 9am,Monday,LANE-102,CUST-002,SRV-03,10428,30,1
SHP-122313,22/03/2026,11,9am - 12pm,Sunday,LANE-101,CUST-003,SRV-03,12430,1,1
SHP-122314,21/03/2026,21,9pm - 12am,Saturday,LANE-101,CUST-005,SRV-02,8983,2,1
SHP-122315,09/03/2026,7,6am - 9am,Monday,LANE-101,CUST-002,SRV-02,12841,17,1
SHP-122316,12/03/2026,16,3pm - 6pm,Thursday,LANE-102,CUST-001,SRV-01,17938,7,1
SHP-122317,17/03/2026,9,9am - 12pm,Tuesday,LANE-103,CUST-006,SRV-02,10525,0,1
SHP-122318,16/03/2026,14,12pm - 3pm,Monday,LANE-101,CUST-001,SRV-01,18567,8,1
SHP-122319,05/03/2026,6,6am - 9am,Thursday,LANE-106,CUST-002,SRV-04,6783,6,1
SHP-122320,19/03/2026,9,9am - 12pm,Thursday,LANE-101,CUST-005,SRV-02,4186,16,1
SHP-122321,25/03/2026,20,6pm - 9pm,Wednesday,LANE-107,CUST-001,SRV-01,2905,4,1
SHP-122322,28/03/2026,6,6am - 9am,Saturday,LANE-101,CUST-003,SRV-03,7842,0,1
SHP-122323,17/03/2026,14,12pm - 3pm,Tuesday,LANE-106,CUST-003,SRV-02,4975,3,1
SHP-122324,22/03/2026,13,12pm - 3pm,Sunday,LANE-102,CUST-004,SRV-04,15120,48,1
SHP-122325,03/03/2026,13,12pm - 3pm,Tuesday,LANE-107,CUST-004,SRV-01,21542,5,1
SHP-122326,17/03/2026,14,12pm - 3pm,Tuesday,LANE-103,CUST-004,SRV-01,22659,14,1
SHP-122327,27/03/2026,11,9am - 12pm,Friday,LANE-101,CUST-006,SRV-01,6661,3,1
SHP-122328,15/03/2026,1,12am - 3am,Sunday,LANE-102,CUST-005,SRV-02,6635,1,1
SHP-122329,19/03/2026,18,6pm - 9pm,Thursday,LANE-107,CUST-003,SRV-01,15144,15,1
SHP-122330,15/03/2026,17,3pm - 6pm,Sunday,LANE-102,CUST-005,SRV-03,17320,21,1
SHP-122331,18/03/2026,6,6am - 9am,Wednesday,LANE-102,CUST-001,SRV-01,21203,42,1
SHP-122332,26/03/2026,8,6am - 9am,Thursday,LANE-101,CUST-003,SRV-01,14538,5,1
SHP-122333,12/03/2026,16,3pm - 6pm,Thursday,LANE-102,CUST-004,SRV-01,2178,7,1
SHP-122334,28/03/2026,20,6pm - 9pm,Saturday,LANE-102,CUST-006,SRV-02,15406,11,1
SHP-122335,12/03/2026,19,6pm - 9pm,Thursday,LANE-105,CUST-004,SRV-01,20788,19,1
SHP-122336,24/03/2026,18,6pm - 9pm,Tuesday,LANE-103,CUST-006,SRV-02,11784,28,1
SHP-122337,03/03/2026,6,6am - 9am,Tuesday,LANE-101,CUST-001,SRV-01,19781,19,1
SHP-122338,11/03/2026,18,6pm - 9pm,Wednesday,LANE-105,CUST-003,SRV-03,5805,1,1
SHP-122339,23/03/2026,17,3pm - 6pm,Monday,LANE-104,CUST-005,SRV-03,9558,4,1
SHP-122340,10/03/2026,8,6am - 9am,Tuesday,LANE-102,CUST-005,SRV-03,3916,9,1
SHP-122341,22/03/2026,8,6am - 9am,Sunday,LANE-101,CUST-001,SRV-04,17590,5,1
SHP-122342,15/03/2026,9,9am - 12pm,Sunday,LANE-107,CUST-006,SRV-03,7220,28,1
SHP-122343,23/03/2026,15,3pm - 6pm,Monday,LANE-104,CUST-003,SRV-03,20049,9,1
SHP-122344,11/03/2026,7,6am - 9am,Wednesday,LANE-106,CUST-005,SRV-01,12538,1,1
SHP-122345,23/03/2026,2,12am - 3am,Monday,LANE-101,CUST-004,SRV-01,18539,12,1
SHP-122346,26/03/2026,6,6am - 9am,Thursday,LANE-104,CUST-004,SRV-01,24517,6,1
SHP-122347,01/03/2026,9,9am - 12pm,Sunday,LANE-101,CUST-005,SRV-02,16862,21,1
SHP-122348,20/03/2026,7,6am - 9am,Friday,LANE-104,CUST-006,SRV-01,19166,23,1
SHP-122349,04/03/2026,16,3pm - 6pm,Wednesday,LANE-101,CUST-003,SRV-01,7262,18,1
SHP-122350,21/03/2026,6,6am - 9am,Saturday,LANE-104,CUST-005,SRV-01,2419,0,1
SHP-122351,30/03/2026,18,6pm - 9pm,Monday,LANE-107,CUST-001,SRV-02,7504,2,1
SHP-122352,26/03/2026,18,6pm - 9pm,Thursday,LANE-103,CUST-003,SRV-04,11271,16,1
SHP-122353,21/03/2026,18,6pm - 9pm,Saturday,LANE-102,CUST-005,SRV-03,19805,7,1
SHP-122354,08/03/2026,16,3pm - 6pm,Sunday,LANE-101,CUST-004,SRV-04,22116,17,1
SHP-122355,20/03/2026,6,6am - 9am,Friday,LANE-104,CUST-003,SRV-02,11729,6,1
SHP-122356,13/03/2026,9,9am - 12pm,Friday,LANE-104,CUST-002,SRV-04,24060,3,1
SHP-122357,17/03/2026,6,6am - 9am,Tuesday,LANE-103,CUST-003,SRV-01,18552,1,1
SHP-122358,15/03/2026,21,9pm - 12am,Sunday,LANE-107,CUST-004,SRV-02,23567,11,1
SHP-122359,21/03/2026,8,6am - 9am,Saturday,LANE-107,CUST-003,SRV-01,10169,9,1
SHP-122360,01/03/2026,13,12pm - 3pm,Sunday,LANE-105,CUST-001,SRV-01,6218,3,1
SHP-122361,28/03/2026,16,3pm - 6pm,Saturday,LANE-101,CUST-004,SRV-04,24767,3,1
SHP-122362,03/03/2026,18,6pm - 9pm,Tuesday,LANE-107,CUST-004,SRV-02,6509,12,1
SHP-122363,31/03/2026,16,3pm - 6pm,Tuesday,LANE-102,CUST-006,SRV-01,13774,1,1
SHP-122364,24/03/2026,15,3pm - 6pm,Tuesday,LANE-101,CUST-001,SRV-01,4527,34,1
SHP-122365,26/03/2026,9,9am - 12pm,Thursday,LANE-101,CUST-002,SRV-03,14556,11,1
SHP-122366,31/03/2026,14,12pm - 3pm,Tuesday,LANE-106,CUST-003,SRV-01,23230,9,1
SHP-122367,21/03/2026,5,3am - 6am,Saturday,LANE-101,CUST-001,SRV-01,19709,1,1
SHP-122368,23/03/2026,17,3pm - 6pm,Monday,LANE-102,CUST-003,SRV-03,3290,0,1
SHP-122369,30/03/2026,12,12pm - 3pm,Monday,LANE-102,CUST-003,SRV-02,5718,4,1
SHP-122370,17/03/2026,4,3am - 6am,Tuesday,LANE-101,CUST-002,SRV-01,20737,23,1
SHP-122371,22/03/2026,18,6pm - 9pm,Sunday,LANE-104,CUST-003,SRV-01,24006,18,1
SHP-122372,28/03/2026,10,9am - 12pm,Saturday,LANE-104,CUST-006,SRV-01,2638,10,1
SHP-122373,30/03/2026,17,3pm - 6pm,Monday,LANE-105,CUST-001,SRV-01,23432,15,1
SHP-122374,24/03/2026,17,3pm - 6pm,Tuesday,LANE-103,CUST-003,SRV-04,23338,58,1
SHP-122375,22/03/2026,17,3pm - 6pm,Sunday,LANE-101,CUST-003,SRV-03,16456,2,1
SHP-122376,04/03/2026,5,3am - 6am,Wednesday,LANE-104,CUST-002,SRV-02,9415,16,1
SHP-122377,27/03/2026,7,6am - 9am,Friday,LANE-106,CUST-003,SRV-01,16673,12,1
SHP-122378,08/03/2026,17,3pm - 6pm,Sunday,LANE-101,CUST-004,SRV-02,6641,42,1
SHP-122379,15/03/2026,18,6pm - 9pm,Sunday,LANE-101,CUST-005,SRV-01,4457,0,1
SHP-122380,08/03/2026,9,9am - 12pm,Sunday,LANE-102,CUST-006,SRV-01,13669,2,1
SHP-122381,30/03/2026,9,9am - 12pm,Monday,LANE-104,CUST-004,SRV-02,15959,1,1
SHP-122382,14/03/2026,6,6am - 9am,Saturday,LANE-103,CUST-002,SRV-03,623,2,1
SHP-122383,06/03/2026,19,6pm - 9pm,Friday,LANE-105,CUST-006,SRV-02,2988,15,1
SHP-122384,24/03/2026,7,6am - 9am,Tuesday,LANE-101,CUST-003,SRV-03,18304,2,1
SHP-122385,28/03/2026,6,6am - 9am,Saturday,LANE-106,CUST-001,SRV-01,11209,11,1
SHP-122386,22/03/2026,15,3pm - 6pm,Sunday,LANE-107,CUST-003,SRV-04,8279,8,1
SHP-122387,15/03/2026,7,6am - 9am,Sunday,LANE-101,CUST-006,SRV-01,14609,6,1
SHP-122388,20/03/2026,18,6pm - 9pm,Friday,LANE-103,CUST-003,SRV-02,2133,7,1
SHP-122389,27/03/2026,1,12am - 3am,Friday,LANE-105,CUST-002,SRV-01,12795,6,1
SHP-122390,28/03/2026,0,12am - 3am,Saturday,LANE-103,CUST-003,SRV-02,24064,51,1
SHP-122391,22/03/2026,11,9am - 12pm,Sunday,LANE-104,CUST-001,SRV-04,14999,53,1
SHP-122392,31/03/2026,10,9am - 12pm,Tuesday,LANE-107,CUST-001,SRV-01,10288,4,1
SHP-122393,09/03/2026,6,6am - 9am,Monday,LANE-103,CUST-005,SRV-01,3755,3,1
SHP-122394,24/03/2026,10,9am - 12pm,Tuesday,LANE-101,CUST-005,SRV-01,5980,2,1
SHP-122395,31/03/2026,8,6am - 9am,Tuesday,LANE-105,CUST-003,SRV-02,6413,8,1
SHP-122396,30/03/2026,17,3pm - 6pm,Monday,LANE-102,CUST-001,SRV-01,13514,19,1
SHP-122397,23/03/2026,0,12am - 3am,Monday,LANE-102,CUST-003,SRV-01,22812,8,1
SHP-122398,05/03/2026,20,6pm - 9pm,Thursday,LANE-101,CUST-004,SRV-03,20098,50,1
SHP-122399,13/03/2026,14,12pm - 3pm,Friday,LANE-101,CUST-002,SRV-03,966,33,1
SHP-122400,07/03/2026,6,6am - 9am,Saturday,LANE-107,CUST-002,SRV-02,11508,18,1
SHP-122401,17/03/2026,4,3am - 6am,Tuesday,LANE-104,CUST-001,SRV-02,5720,21,1
SHP-122402,08/03/2026,12,12pm - 3pm,Sunday,LANE-107,CUST-004,SRV-02,7033,18,1
SHP-122403,05/03/2026,7,6am - 9am,Thursday,LANE-106,CUST-001,SRV-02,17140,22,1
SHP-122404,23/03/2026,7,6am - 9am,Monday,LANE-101,CUST-004,SRV-02,1670,3,1
SHP-122405,07/03/2026,7,6am - 9am,Saturday,LANE-101,CUST-006,SRV-01,14645,7,1
SHP-122406,08/03/2026,14,12pm - 3pm,Sunday,LANE-102,CUST-001,SRV-02,8009,2,1
SHP-122407,07/03/2026,12,12pm - 3pm,Saturday,LANE-103,CUST-005,SRV-04,19815,10,1
SHP-122408,22/03/2026,5,3am - 6am,Sunday,LANE-105,CUST-003,SRV-01,3003,4,1
SHP-122409,12/03/2026,12,12pm - 3pm,Thursday,LANE-104,CUST-002,SRV-01,18819,15,1
SHP-122410,06/03/2026,16,3pm - 6pm,Friday,LANE-107,CUST-002,SRV-01,6722,16,1
SHP-122411,21/03/2026,5,3am - 6am,Saturday,LANE-107,CUST-006,SRV-02,23065,32,1
SHP-122412,21/03/2026,17,3pm - 6pm,Saturday,LANE-101,CUST-004,SRV-03,5045,30,1
SHP-122413,04/03/2026,13,12pm - 3pm,Wednesday,LANE-106,CUST-005,SRV-01,17269,1,1
SHP-122414,23/03/2026,19,6pm - 9pm,Monday,LANE-106,CUST-004,SRV-01,2820,2,1
SHP-122415,29/03/2026,6,6am - 9am,Sunday,LANE-104,CUST-005,SRV-03,3531,14,1
SHP-122416,28/03/2026,22,9pm - 12am,Saturday,LANE-102,CUST-004,SRV-03,5415,39,1
SHP-122417,27/03/2026,14,12pm - 3pm,Friday,LANE-101,CUST-001,SRV-01,20792,1,1
SHP-122418,30/03/2026,13,12pm - 3pm,Monday,LANE-101,CUST-006,SRV-01,15179,8,1
SHP-122419,03/03/2026,11,9am - 12pm,Tuesday,LANE-102,CUST-001,SRV-03,8482,46,1
SHP-122420,05/03/2026,2,12am - 3am,Thursday,LANE-103,CUST-002,SRV-01,8269,8,1
SHP-122421,31/03/2026,18,6pm - 9pm,Tuesday,LANE-104,CUST-006,SRV-02,12659,1,1
SHP-122422,19/03/2026,14,12pm - 3pm,Thursday,LANE-102,CUST-004,SRV-03,22804,18,1
SHP-122423,08/03/2026,5,3am - 6am,Sunday,LANE-102,CUST-006,SRV-01,13505,17,1
SHP-122424,31/03/2026,2,12am - 3am,Tuesday,LANE-101,CUST-004,SRV-01,4774,4,1
SHP-122425,05/03/2026,4,3am - 6am,Thursday,LANE-101,CUST-001,SRV-02,989,19,1
SHP-122426,31/03/2026,14,12pm - 3pm,Tuesday,LANE-107,CUST-004,SRV-02,10249,6,1
SHP-122427,27/03/2026,14,12pm - 3pm,Friday,LANE-101,CUST-002,SRV-01,3123,3,1
SHP-122428,13/03/2026,11,9am - 12pm,Friday,LANE-101,CUST-006,SRV-01,1244,1,1
SHP-122429,10/03/2026,7,6am - 9am,Tuesday,LANE-101,CUST-002,SRV-01,10206,5,1
SHP-122430,06/03/2026,12,12pm - 3pm,Friday,LANE-105,CUST-004,SRV-01,17197,16,1
SHP-122431,01/03/2026,11,9am - 12pm,Sunday,LANE-104,CUST-002,SRV-01,18189,15,1
SHP-122432,30/03/2026,1,12am - 3am,Monday,LANE-104,CUST-002,SRV-01,13974,17,1
SHP-122433,11/03/2026,7,6am - 9am,Wednesday,LANE-104,CUST-004,SRV-02,1525,32,1
SHP-122434,20/03/2026,4,3am - 6am,Friday,LANE-101,CUST-004,SRV-01,5913,7,1
SHP-122435,09/03/2026,18,6pm - 9pm,Monday,LANE-102,CUST-001,SRV-01,5175,9,1
SHP-122436,31/03/2026,16,3pm - 6pm,Tuesday,LANE-103,CUST-001,SRV-03,13343,11,1
SHP-122437,16/03/2026,23,9pm - 12am,Monday,LANE-104,CUST-005,SRV-01,21541,9,1
SHP-122438,15/03/2026,7,6am - 9am,Sunday,LANE-101,CUST-004,SRV-01,24647,39,1
SHP-122439,05/03/2026,17,3pm - 6pm,Thursday,LANE-105,CUST-005,SRV-02,3938,2,1
SHP-122440,15/03/2026,13,12pm - 3pm,Sunday,LANE-102,CUST-004,SRV-01,23692,18,1
SHP-122441,01/03/2026,9,9am - 12pm,Sunday,LANE-104,CUST-005,SRV-03,14637,1,1
SHP-122442,15/03/2026,7,6am - 9am,Sunday,LANE-103,CUST-003,SRV-01,13853,3,1
SHP-122443,04/03/2026,16,3pm - 6pm,Wednesday,LANE-104,CUST-004,SRV-02,11685,0,1
SHP-122444,28/03/2026,18,6pm - 9pm,Saturday,LANE-103,CUST-002,SRV-02,20895,4,1
SHP-122445,16/03/2026,7,6am - 9am,Monday,LANE-103,CUST-005,SRV-01,22957,3,1
SHP-122446,22/03/2026,6,6am - 9am,Sunday,LANE-106,CUST-003,SRV-02,19846,6,1
SHP-122447,07/03/2026,15,3pm - 6pm,Saturday,LANE-103,CUST-003,SRV-01,4580,1,1
SHP-122448,23/03/2026,20,6pm - 9pm,Monday,LANE-105,CUST-001,SRV-02,11011,1,1
SHP-122449,08/03/2026,16,3pm - 6pm,Sunday,LANE-102,CUST-003,SRV-03,5331,0,1
SHP-122450,21/03/2026,7,6am - 9am,Saturday,LANE-105,CUST-005,SRV-01,23340,24,1
SHP-122451,22/03/2026,8,6am - 9am,Sunday,LANE-101,CUST-003,SRV-02,16701,5,1
SHP-122452,27/03/2026,8,6am - 9am,Friday,LANE-107,CUST-003,SRV-03,733,16,1
SHP-122453,27/03/2026,17,3pm - 6pm,Friday,LANE-107,CUST-001,SRV-01,4811,17,1
SHP-122454,02/03/2026,16,3pm - 6pm,Monday,LANE-107,CUST-001,SRV-01,20501,31,1
SHP-122455,30/03/2026,13,12pm - 3pm,Monday,LANE-102,CUST-004,SRV-01,7008,7,1
SHP-122456,12/03/2026,7,6am - 9am,Thursday,LANE-102,CUST-006,SRV-01,11468,3,1
SHP-122457,26/03/2026,18,6pm - 9pm,Thursday,LANE-101,CUST-002,SRV-03,1050,1,1
SHP-122458,28/03/2026,14,12pm - 3pm,Saturday,LANE-106,CUST-003,SRV-01,19575,9,1
SHP-122459,02/03/2026,20,6pm - 9pm,Monday,LANE-101,CUST-002,SRV-02,21768,9,1
SHP-122460,14/03/2026,13,12pm - 3pm,Saturday,LANE-104,CUST-003,SRV-01,16915,1,1
SHP-122461,19/03/2026,17,3pm - 6pm,Thursday,LANE-102,CUST-006,SRV-03,23975,2,1
SHP-122462,20/03/2026,17,3pm - 6pm,Friday,LANE-101,CUST-001,SRV-02,20684,11,1
SHP-122463,06/03/2026,8,6am - 9am,Friday,LANE-101,CUST-005,SRV-03,1269,21,1
SHP-122464,22/03/2026,19,6pm - 9pm,Sunday,LANE-106,CUST-006,SRV-01,13628,3,1
SHP-122465,19/03/2026,2,12am - 3am,Thursday,LANE-106,CUST-004,SRV-02,16558,29,1
SHP-122466,17/03/2026,16,3pm - 6pm,Tuesday,LANE-102,CUST-003,SRV-02,22723,4,1
SHP-122467,03/03/2026,19,6pm - 9pm,Tuesday,LANE-101,CUST-005,SRV-01,14867,1,1
SHP-122468,20/03/2026,8,6am - 9am,Friday,LANE-106,CUST-001,SRV-03,14459,9,1
SHP-122469,25/03/2026,14,12pm - 3pm,Wednesday,LANE-101,CUST-006,SRV-02,15370,13,1
SHP-122470,10/03/2026,12,12pm - 3pm,Tuesday,LANE-101,CUST-004,SRV-02,19232,4,1
SHP-122471,24/03/2026,16,3pm - 6pm,Tuesday,LANE-106,CUST-002,SRV-03,9123,9,1
SHP-122472,13/03/2026,17,3pm - 6pm,Friday,LANE-106,CUST-004,SRV-01,22630,10,1
SHP-122473,20/03/2026,13,12pm - 3pm,Friday,LANE-101,CUST-002,SRV-02,8194,8,1
SHP-122474,23/03/2026,17,3pm - 6pm,Monday,LANE-101,CUST-003,SRV-02,18367,1,1
SHP-122475,29/03/2026,7,6am - 9am,Sunday,LANE-101,CUST-006,SRV-04,17351,9,1
SHP-122476,29/03/2026,7,6am - 9am,Sunday,LANE-103,CUST-002,SRV-03,7123,28,1
SHP-122477,25/03/2026,9,9am - 12pm,Wednesday,LANE-103,CUST-002,SRV-03,14157,1,1
SHP-122478,18/03/2026,15,3pm - 6pm,Wednesday,LANE-101,CUST-004,SRV-03,24371,39,1
SHP-122479,19/03/2026,6,6am - 9am,Thursday,LANE-107,CUST-003,SRV-03,2724,11,1
SHP-122480,17/03/2026,15,3pm - 6pm,Tuesday,LANE-104,CUST-001,SRV-03,11313,18,1
SHP-122481,08/03/2026,8,6am - 9am,Sunday,LANE-106,CUST-004,SRV-04,11353,5,1
SHP-122482,18/03/2026,17,3pm - 6pm,Wednesday,LANE-101,CUST-003,SRV-03,20552,17,1
SHP-122483,07/03/2026,3,3am - 6am,Saturday,LANE-107,CUST-006,SRV-01,2427,4,1
SHP-122484,23/03/2026,15,3pm - 6pm,Monday,LANE-106,CUST-005,SRV-02,1301,13,1
SHP-122485,11/03/2026,14,12pm - 3pm,Wednesday,LANE-102,CUST-001,SRV-03,4154,2,1
SHP-122486,03/03/2026,18,6pm - 9pm,Tuesday,LANE-101,CUST-006,SRV-03,19761,15,1
SHP-122487,02/03/2026,16,3pm - 6pm,Monday,LANE-101,CUST-002,SRV-02,3671,8,1
SHP-122488,19/03/2026,17,3pm - 6pm,Thursday,LANE-103,CUST-005,SRV-02,1082,5,1
SHP-122489,28/03/2026,18,6pm - 9pm,Saturday,LANE-101,CUST-002,SRV-01,17660,40,1
SHP-122490,24/03/2026,15,3pm - 6pm,Tuesday,LANE-101,CUST-003,SRV-01,16692,6,1
SHP-122491,28/03/2026,7,6am - 9am,Saturday,LANE-101,CUST-001,SRV-02,8133,1,1
SHP-122492,25/03/2026,17,3pm - 6pm,Wednesday,LANE-106,CUST-006,SRV-02,2101,0,1
SHP-122493,11/03/2026,16,3pm - 6pm,Wednesday,LANE-103,CUST-001,SRV-03,16824,6,1
SHP-122494,08/03/2026,8,6am - 9am,Sunday,LANE-101,CUST-004,SRV-03,20003,1,1
SHP-122495,11/03/2026,16,3pm - 6pm,Wednesday,LANE-102,CUST-003,SRV-02,15634,14,1
SHP-122496,02/03/2026,17,3pm - 6pm,Monday,LANE-104,CUST-002,SRV-02,11087,1,1
SHP-122497,12/03/2026,20,6pm - 9pm,Thursday,LANE-102,CUST-002,SRV-02,1495,11,1
SHP-122498,29/03/2026,19,6pm - 9pm,Sunday,LANE-104,CUST-006,SRV-01,18293,9,1
SHP-122499,09/03/2026,7,6am - 9am,Monday,LANE-105,CUST-002,SRV-01,8802,3,1
SHP-122500,06/03/2026,8,6am - 9am,Friday,LANE-102,CUST-002,SRV-02,15537,8,1
SHP-122501,12/03/2026,6,6am - 9am,Thursday,LANE-102,CUST-001,SRV-02,20153,6,1
SHP-122502,18/03/2026,7,6am - 9am,Wednesday,LANE-101,CUST-001,SRV-02,15285,2,1
SHP-122503,25/03/2026,17,3pm - 6pm,Wednesday,LANE-106,CUST-002,SRV-02,12889,3,1
SHP-122504,05/03/2026,8,6am - 9am,Thursday,LANE-104,CUST-004,SRV-01,3988,1,1
SHP-122505,31/03/2026,14,12pm - 3pm,Tuesday,LANE-106,CUST-005,SRV-01,13075,10,1
SHP-122506,22/03/2026,15,3pm - 6pm,Sunday,LANE-101,CUST-003,SRV-01,5233,22,1
SHP-122507,17/03/2026,16,3pm - 6pm,Tuesday,LANE-107,CUST-002,SRV-02,11703,41,1
SHP-122508,16/03/2026,6,6am - 9am,Monday,LANE-105,CUST-003,SRV-01,10678,13,1
SHP-122509,12/03/2026,7,6am - 9am,Thursday,LANE-101,CUST-002,SRV-02,5892,17,1
SHP-122510,29/03/2026,9,9am - 12pm,Sunday,LANE-103,CUST-006,SRV-02,16834,3,1
SHP-122511,30/03/2026,8,6am - 9am,Monday,LANE-104,CUST-006,SRV-01,6975,31,1
SHP-122512,02/03/2026,21,9pm - 12am,Monday,LANE-101,CUST-004,SRV-02,14325,28,1
SHP-122513,16/03/2026,17,3pm - 6pm,Monday,LANE-105,CUST-005,SRV-04,22770,7,1
SHP-122514,01/03/2026,10,9am - 12pm,Sunday,LANE-107,CUST-002,SRV-04,7607,6,1
SHP-122515,20/03/2026,17,3pm - 6pm,Friday,LANE-101,CUST-002,SRV-01,12952,4,1
SHP-122516,02/03/2026,8,6am - 9am,Monday,LANE-106,CUST-005,SRV-01,7051,5,1
SHP-122517,13/03/2026,16,3pm - 6pm,Friday,LANE-103,CUST-002,SRV-04,12834,10,1
SHP-122518,16/03/2026,7,6am - 9am,Monday,LANE-103,CUST-001,SRV-03,4778,29,1
SHP-122519,01/03/2026,16,3pm - 6pm,Sunday,LANE-106,CUST-004,SRV-01,24787,8,1
